"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 12 15:44:33 MSK 2024","Mon Feb 12 15:44:36 MSK 2024","3007","","api.emailTest.emailTest","","api.emailTest.emailTest","checkEmail","checkEmail()",""
